Index	VoiceGender	Category	FileName	SentenceHebrew	SentenceTranscription	SentenceRussian	Group	TargetWord
301	MALE	3-е лицо м.р. (הוא / דוד)	s_a275dad37b65.mp3	הוּא מַשְׁקֶה אוֹתוֹ בְּמַיִם קָרִים.	hу машкé отó бэ-мáйим карӣ́м.	Он поит его холодной водой.	Глаголы	לְהַשְׁקוֹת
302	FEMALE	Нейтральные / Безличные	s_392cbe7aaa39.mp3	הִשְׁקֵיתִי אֶת הַסָּבָא בְּתֵה.	hишкéйти эт hа-сáба бэ-те.	Я напоил дедушку чаем.	Глаголы	לְהַשְׁקוֹת
303	MALE	3-е лицо м.р. (הוא / דוד)	s_04cfe0981726.mp3	הוּא מַשְׁכִּיב אֶת הַחוֹלֶה בַּמִּטָּה.	hу машкӣ́в эт hа-холé ба-митá.	Он укладывает больного в постель.	Глаголы	לְהַשְׁכִּיב
304	FEMALE	Нейтральные / Безличные	s_51adae70abc6.mp3	הִשְׁכַּבְתִּי אוֹתוֹ לִישׁוֹן בָּעֶרֶב.	hишкáвти отó лишóн ба-э́рев.	Я уложил его спать вечером.	Глаголы	לְהַשְׁכִּיב
305	MALE	3-е лицо м.р. (הוא / דוד)	s_6956a2c93fd1.mp3	הוּא מַעֲמִיד אוֹתוֹ עַל הָרַגְלַיִם.	hу маамӣ́д отó аль hа-раглáим.	Он ставит его на ноги.	Глаголы	לְהַעֲמִיד
306	FEMALE	Нейтральные / Безличные	s_0ef90b4b03c7.mp3	הֶעֱמַדְתִּי אֶת הַכִּסֵּא לְיַד הַמִּטָּה.	hээмáдти эт hа-кисé ле-яд hа-митá.	Я поставил стул возле кровати.	Глаголы	לְהַעֲמִיד
307	FEMALE	Нейтральные / Безличные	s_bd1d9c4436d8.mp3	הַמְּטַפֵּל מְסַיֵּעַ לַקָּשִׁישׁ בַּהֲלִיכָה.	hа-метапéль месайéа ла-кашӣ́ш ба-hалихá.	Сиделка помогает пожилому человеку при ходьбе.	Глаголы	לְסַיֵּעַ
308	FEMALE	Нейтральные / Безличные	s_45922a679857.mp3	סִיַּעְתִּי לַמִּשְׁפָּחָה בְּכָל הַסִּדּוּרִים.	сийáъти ла-мишпахá бэ-холь hа-сидурӣ́м.	Я помог семье со всеми хлопотами.	Глаголы	לְסַיֵּעַ
309	MALE	3-е лицо м.р. (הוא / דוד)	s_67718614aafd.mp3	הוּא תּוֹמֵךְ בּוֹ בִּזְמַן הַהֲלִיכָה.	hу томéх бо бизмáн hа-hалихá.	Он поддерживает его во время ходьбы.	Глаголы	לִתְמֹךְ
310	FEMALE	Нейтральные / Безличные	s_562d3cd1bde7.mp3	תָּמַכְתִּי בַּסָּבָא עַד הַחֶדֶר.	тамáхти ба-сáба ад hа-хéдер.	Я поддерживал дедушку до комнаты.	Глаголы	לִתְמֹךְ
311	MALE	3-е лицо м.р. (הוא / דוד)	s_d8158e40996f.mp3	הוּא מְחַמֵּם אֶת הָאוֹכֶל בַּמִּיקְרוֹגַל.	hу мехамéм эт hа-óхель ба-микрогáль.	Он греет еду в микроволновке.	Глаголы	לְחַמֵּם
312	FEMALE	Нейтральные / Безличные	s_708fef9fd102.mp3	חִמַּמְתִּי מַיִם חַמִּים לַתֵּה.	химáмти мáйим хамӣ́м ла-те.	Я подогрел горячую воду для чая.	Глаголы	לְחַמֵּם
313	MALE	3-е лицо м.р. (הוא / דוד)	s_f5c303c4c772.mp3	הוּא מוֹדֵד לָהּ לַחַץ דָּם.	hу модéд ла лáхац дам.	Он измеряет ей давление.	Глаголы	לִמְדּוֹד
314	FEMALE	Нейтральные / Безличные	s_2946c01023fb.mp3	מָדַדְתִּי חֹם בַּבֹּקֶר בַּמִּרְפָּאָה.	мадáдти хом ба-бóкер ба-мирпаá.	Я измерил температуру утром в клинике.	Глаголы	לִמְדּוֹד
315	FEMALE	Нейтральные / Безличные	s_1d6fbeea410d.mp3	הַכַּדּוּר הַזֶּה מְשַׁכֵּךְ כְּאֵבִים מַהֵר.	hа-кадӯ́р hа-зé мешакéах кеэвӣ́м маhéр.	Эта таблетка быстро снимает боль.	Глаголы	לְשַׁכֵּךְ
316	FEMALE	Нейтральные / Безличные	s_80d4062ef847.mp3	שִׁכַּכְתִּי אֶת הַכְּאֵב בְּעֶזְרַת תְּרוּפָה.	шикáхти эт hа-кеэ́в бе-эзрáт труфá.	Я снял боль с помощью лекарства.	Глаголы	לְשַׁכֵּךְ
317	MALE	3-е лицо м.р. (הוא / דוד)	s_b054c4ef91da.mp3	הוּא מַרְגִּיעַ אֶת הַחוֹלֶה הַמְּבֹהָל.	hу маргӣ́а эт hа-холé hа-мевоháль.	Он успокаивает испуганного больного.	Глаголы	לְהַרְגִּיעַ
318	FEMALE	Нейтральные / Безличные	s_4baa5e205e81.mp3	הִרְגַּעְתִּי אוֹתוֹ בִּדְבָרִים טוֹבִים.	hиргáъти отó би-дварӣ́м товӣ́м.	Я успокоил его добрыми словами.	Глаголы	לְהַרְגִּיעַ
319	MALE	3-е лицо м.р. (הוא / דוד)	s_ff72a66854a5.mp3	הוּא מַחֲזִיר הַכֹּל לַמָּקוֹם.	hу махазӣ́р hа-коль ла-макóм.	Он возвращает всё на место.	Глаголы	לְהַחֲזִיר
320	FEMALE	Нейтральные / Безличные	s_914ba2dfbcac.mp3	הֶחֱזַרְתִּי אֶת הַסֵּפֶר לָאֲרוֹן.	hэхеза́рти эт hа-сéфер ла-арóн.	Я вернул книгу в шкаф.	Глаголы	לְהַחֲזִיר
321	MALE	3-е лицо м.р. (הוא / דוד)	s_28575072ec16.mp3	הוּא מְדַוֵּחַ עַל הַמַּצָּב לָאָחוֹת.	hу медавéах аль hа-мацáв ла-ахóт.	Он докладывает о состоянии медсестре.	Глаголы	לְדַוֵּחַ
322	FEMALE	Нейтральные / Безличные	s_eac40e89e214.mp3	דִּוַּחְתִּי לָרוֹפֵא עַל שִׁנּוּי.	дивáхти ла-рофé аль шинӯ́й.	Я сообщил врачу об изменении.	Глаголы	לְדַוֵּחַ
323	FEMALE	3-е лицо ж.р. (היא / שרה)	s_37f06f90956c.mp3	הִיא מַחֲלִיפָה אֶת הַמַּצָּעִים הַיּוֹם.	hи махалӣ́фа эт hа-мацаӣ́м hайóм.	Она меняет постельное бельё сегодня.	Глаголы	לְהַחֲלִיף
324	FEMALE	Нейтральные / Безличные	s_7ec288d308f6.mp3	הֶחֱלַפְתִּי אֶת הַתַּחְבּוֹשֶׁת בַּבֹּקֶר.	hэхелáфти эт hа-тахбóшет ба-бóкер.	Я сменил повязку утром.	Глаголы	לְהַחֲלִיף
325	MALE	3-е лицо м.р. (הוא / דוד)	s_3c7f1f9491cf.mp3	הוּא מְעוֹדֵד אֶת הַסָּבָא תָּמִיד.	hу меодéд эт hа-сáба тамӣ́д.	Он всегда подбадривает дедушку.	Глаголы	לְעוֹדֵד
326	FEMALE	Нейтральные / Безличные	s_75bc0717749f.mp3	עוֹדַדְתִּי אוֹתוֹ בְּחִיּוּךְ רָחָב.	одáдти отó бе-хийӯ́х рахáв.	Я подбодрил его широкой улыбкой.	Глаголы	לְעוֹדֵד
327	MALE	3-е лицо м.р. (הוא / דוד)	s_231976ccbdda.mp3	הוּא מְלַוֶּה אֶת הַקָּשִׁישׁ לַבַּנְק.	hу мелавé эт hа-кашӣ́ш ла-банк.	Он сопровождает пожилого человека в банк.	Глаголы	לְלַוּוֹת
328	FEMALE	Нейтральные / Безличные	s_44bf9dc574d8.mp3	לִוִּיתִי אוֹתוֹ לְקוּפַּת חוֹלִים.	ливӣ́ти отó ла-купáт холӣ́м.	Я сопроводил его в поликлинику.	Глаголы	לְלַוּוֹת
329	FEMALE	Нейтральные / Безличные	s_dad6a7db2346.mp3	הַגַּנֶּנֶת מַשְׁגִּיחָה עַל הַיְּלָדִים בֶּחָצֵר.	hа-ганéнет машгӣ́ха аль hа-еладӣ́м бэ-хацéр.	Воспитательница присматривает за детьми во дворе.	Глаголы	לְהַשְׁגִּיחַ
330	FEMALE	Нейтральные / Безличные	s_3ac4f3910505.mp3	הִשְׁגַּחְתִּי עֲלֵיהֶם כָּל הַיּוֹם.	hишгáхти алеhéм коль hа-йом.	Я следил за ними весь день.	Глаголы	לְהַשְׁגִּיחַ
331	FEMALE	3-е лицо ж.р. (היא / שרה)	s_6887436a45fb.mp3	אִמָּא מְחַבֶּקֶת אֶת הַיֶּלֶד בְּחֹם.	ӣ́ма мехабéкет эт hа-йéлед бэ-хом.	Мама тепло обнимает ребёнка.	Глаголы	לְחַבֵּק
332	FEMALE	Нейтральные / Безличные	s_f9d65f227f41.mp3	חִבַּקְתִּי אוֹתוֹ כְּשֶׁהוּא בָּכָה.	хибáкти отó кше-hу бахá.	Я обнял его, когда он заплакал.	Глаголы	לְחַבֵּק
333	MALE	3-е лицо м.р. (הוא / דוד)	s_e5afa2bf35b2.mp3	הוּא מְנַחֵם אֶת הַחָבֵר הֶעָצוּב.	hу менахéм эт hа-хавéр hе-ацӯ́в.	Он утешает грустного друга.	Глаголы	לְנַחֵם
334	FEMALE	Нейтральные / Безличные	s_2d58a4f66340.mp3	נִחַמְתִּי אֶת הַיַּלְדָּה בַּגַּן.	нихáмти эт hа-яльдá ба-ган.	Я утешил девочку в саду.	Глаголы	לְנַחֵם
335	FEMALE	Нейтральные / Безличные	s_5b60f9c02675.mp3	דָּנִי מְשַׁתֵּף אֶת כּוּלָּם בַּמִּשְׂחָק.	дáни мешатéф эт кулáм ба-мисхáк.	Дани вовлекает всех в игру.	Глаголы	לְשַׁתֵּף
336	FEMALE	Нейтральные / Безличные	s_f733603309ca.mp3	שִׁתַּפְתִּי אֶת הַחֲבֵרִים בַּצַּעֲצוּעִים.	шитáфти эт hа-хаверӣ́м ба-цаацуӣ́м.	Я поделился с друзьями игрушками.	Глаголы	לְשַׁתֵּף
337	MALE	3-е лицо м.р. (הוא / דוד)	s_db99b31e5d4f.mp3	הַיֶּלֶד גּוֹזֵר נְיָר בְּמִסְפָּרַיִם.	hа-йéлед гозéр нейáр бэ-миспарáим.	Ребёнок режет бумагу ножницами.	Глаголы	לִגְזֹר
338	FEMALE	Нейтральные / Безличные	s_6c61aeeb7900.mp3	גָּזַרְתִּי צוּרוֹת יָפוֹת מִבְּרִיסְטוֹל.	газáрти цурóт яфóт ми-бристóль.	Я вырезал красивые фигурки из картона.	Глаголы	לִגְזֹר
339	MALE	3-е лицо м.р. (הוא / דוד)	s_e737d4a0a4f2.mp3	יוֹסִי מַרְכִּיב פָּאזֶל גָּדוֹל הַיּוֹם.	йосӣ́ маркӣ́в пáзель гадóль hайóм.	Йоси собирает большой пазл сегодня.	Глаголы	לְהַרְכִּיב
340	FEMALE	Нейтральные / Безличные	s_300c3cb1e949.mp3	הִרְכַּבְתִּי מִגְדָּל גָּבוֹהַּ מִלֶּגוֹ.	hиркáвти мигдáль гавóах ми-лéго.	Я собрал высокую башню из лего.	Глаголы	לְהַרְכִּיב
341	FEMALE	Нейтральные / Безличные	s_bb71d9c8d0a7.mp3	הַגַּנֶּנֶת מַקְרִיאָה סִפּוּר לַיְּלָדִים.	hа-ганéнет макриá сипӯ́р ла-еладӣ́м.	Воспитательница читает сказку детям.	Глаголы	לְהַקְרִיא
342	FEMALE	Нейтральные / Безличные	s_b7e5675d9ac4.mp3	הִקְרֵאתִי שִׁיר יָפֶה לָהֶם.	hикрéти шир яфé лаhéм.	Я прочитал им красивое стихотворение.	Глаголы	לְהַקְרִיא
343	MALE	3-е лицо м.р. (הוא / דוד)	s_da3399175be3.mp3	הַיֶּלֶד שׁוֹכֵב עַל הַמִּזְרָן.	hа-йéлед шохéв аль hа-мизрáн.	Ребёнок лежит на матрасе.	Глаголы	לִשְׁכַּב
344	FEMALE	Нейтральные / Безличные	s_6f82afc34a10.mp3	שָׁכַבְתִּי לָנוּחַ בַּצָּהֳרַיִם הַיּוֹם.	шахáвти ланӯ́ах ба-цоhорáим hайóм.	Я прилёг отдохнуть днём сегодня.	Глаголы	לִשְׁכַּב
345	MALE	3-е лицо м.р. (הוא / דוד)	s_81cf2b3de226.mp3	הוּא נוֹעֵל נַעֲלַיִם לְבַד הַיּוֹם.	hу ноэ́ль наалáим левáд hайóм.	Он надевает обувь сам сегодня.	Глаголы	לִנְעֹל
346	FEMALE	Нейтральные / Безличные	s_900a25301742.mp3	נָעַלְתִּי סַנְדָּלִים נוֹחִים לַגַּן.	наáльти сандалӣ́м нохӣ́м ла-ган.	Я обул удобные сандалии в садик.	Глаголы	לִנְעֹל
347	FEMALE	Нейтральные / Безличные	s_2f7b3fb1b9d2.mp3	הַיְּלָדִים רוֹחֲצִים יָדַיִם בְּסַבּוֹן.	hа-еладӣ́м рохацӣ́м ядáим бэ-сабóн.	Дети моют руки с мылом.	Глаголы	לִרְחוֹץ
348	FEMALE	Нейтральные / Безличные	s_0457945acfde.mp3	רָחַצְנוּ יָדַיִם לִפְנֵי הָאוֹכֶל.	рахáцну ядáим лифнéй hа-óхель.	Мы помыли руки перед едой.	Глаголы	לִרְחוֹץ
349	FEMALE	Нейтральные / Безличные	s_a4ab1c671bdb.mp3	דָּנִי מְוַתֵּר עַל הַתּוֹר בִּנְדִיבוּת.	дáни меватéр аль hа-тор би-ндивӯ́т.	Дани великодушно уступает очередь.	Глаголы	לְוַתֵּר
350	FEMALE	Нейтральные / Безличные	s_96aed881ef50.mp3	וִתַּרְתִּי לַחֲבֵרָה שֶׁלִּי בַּמִּשְׂחָק.	витáрти ла-хаверá шелӣ́ ба-мисхáк.	Я уступил своей подруге в игре.	Глаголы	לְוַתֵּר
